Subfamily,Tribe,Division,Genus,Species,Species authority,Genus authority,Geographic Region,Genus species,Exons,Exons to Capture,Exons Status,Source Institution,Exome,Exome Status,Genome,Genome Status,Sperm,Skin,Notes Status,Notes Taxon,Samples,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,obscurus,Hutterer & Dieterlen,Trouessart,AFRICA,Praomys obscurus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,petteri,Van Der Straeten;  Lecompte;  & Denys,Trouessart,AFRICA,Praomys petteri,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,rostratus,Miller,Trouessart,AFRICA,Praomys rostratus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,tullbergi,Thomas,Trouessart,AFRICA,Praomys tullbergi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Praomyini,Stenocephalemys,Praomys,verschureni,W. Verheyen & Van Der Straeten,Trouessart,AFRICA,Praomys verschureni,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Uromys,Protochromys,fellowsi,Hinton,Hinton,SAHUL,Protochromys fellowsi,Y ,N,Complete,,NO,,,,,,,,Protochromys_fellowsi_CM16501_EC4,Protochromys_fellowsi_CM16506_EC4,Protochromys_fellowsi_M23084_EC4,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,berniceae,K. Helgen & L. Helgen,,SAHUL,Pseudohydromys berniceae,Y ,Y,To Request,Bishop (skin),NO,,,,,,Bishop Only,Check Helgen;  close to murinus group,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,carlae,K. Helgen & L. Helgen,,SAHUL,Pseudohydromys carlae,Y ,Y,To Request,Bishop (skin),NO,,,,,,Bishop Only,Check Helgen;  ellermani group;  one-toothed,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,eleanorae,K. Helgen & L. Helgen,,SAHUL,Pseudohydromys eleanorae,Y ,N,EC8,,NO,,,,,,,Sympatric with murinus;  important,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,ellermani,Laurie & Hill,,SAHUL,Pseudohydromys ellermani,Y ,N,EC7,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,fuscus,Laurie,,SAHUL,Pseudohydromys fuscus,Y ,N,EC8,,NO,,,,,,poor sequence; repeat? Kris sample NHM?,Neohydromys (2 molars),Pseudohydromys_fuscus_M25386_EC4,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,germani,K. Helgen,,SAHUL,Pseudohydromys germani,Y ,N,Complete,,NO,,,,,Y,,,Pseudohydromys_germani_M29245_EC5,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,murinus,,,SAHUL,Pseudohydromys murinus,Maybe,Maybe,Poor sequence,,NO,,,,,,poor sequence; repeat?,type species. ,Pseudohydromys_murinus_M25319_EC4,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,musseri,Flannery,,SAHUL,Pseudohydromys musseri,Y ,N,Complete,,NO,,,,,,,,Pseudohydromys_musseri_AMNH279167_EC5,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,occidentalis,Tate,,SAHUL,Pseudohydromys occidentalis,Y ,Y,To Request,AMNH,NO,,,,,,WAM skull missing; AMNH,Check Helgen,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,patriciae,K. Helgen & L. Helgen,,SAHUL,Pseudohydromys patriciae,Maybe,Maybe,Formalin AM,,NO,,,,,,AM FORMALIN FIXED,different than other Pseudohydromys,,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,pumehanae,,,SAHUL,Pseudohydromys pumehanae,Y ,N,Complete,,Y ,In capture at UoM (ID change),,,,,,Specimen ID confirmed by K. Helgen,Pseudohydromys_ellermani_ABTC43920_EC1,,,,,,,,,,,
Murinae,Hydromyini,Hydromys,Pseudohydromys,sandrae,K. Helgen & L. Helgen,,SAHUL,Pseudohydromys sandrae,Y ,N,Complete,,NO,,,,,Y,,,Pseudohydromys_sandrae_M14168_EC4,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,albocinereus,Gould,Gray,SAHUL,Pseudomys albocinereus,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_albocinereus_1446_EC5,Pseudomys_albocinereus_ABTC08044_EC1,Pseudomys_albocinereus_ABTC08091_EXOME1,Pseudomys_albocinereus_ABTC8061_EC5,Pseudomys_albocinereus_AGM5_EC5,Pseudomys_albocinereus_M48002_EC5,Pseudomys_albocinereus_M52157_EC5,Pseudomys_albocinerues_(occidentalis)_M61264_EC5,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,apodemoides,Finlayson,Gray,SAHUL,Pseudomys apodemoides,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_apodemoides_ABTC34352_EXOME1,Pseudomys_apodemoides_ABTC37663_EC1,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,auritus,Thomas,Gray,SAHUL,Pseudomys auritus,Y ,N,Complete,,NO,,,,,Y,mediocre sequence,Extinct,Pseudomys_auritus_NHM_46_4467_EC4,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,australis,Gray,Gray,SAHUL,Pseudomys australis,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_australis_ABTC118844_EXOME1,Pseudomys_australis_ABTC35951_EC1,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,bolami,Troughton,Gray,SAHUL,Pseudomys bolami,Y ,N,Complete,,Y ,Complete,,,,,More samlpes EC8,,Pseudomys_bolami_c1001_EC4,Pseudomys_bolami_c1001_EC4,Pseudomys_bolami_c985_EC4,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,calabyi,Kitchener & Humphreys,Gray,SAHUL,Pseudomys calabyi,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_calabyi_ABTC29492_EC5,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,chapmani,Kitchener,Gray,SAHUL,Pseudomys chapmani,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_chapmani_ABTC62176_EXOME1,Pseudomys_chapmani_M40577_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,delicatulus,Gould,Gray,SAHUL,Pseudomys delicatulus,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_delicatulus_ABTC100493_EXOME2,Pseudomys_delicatulus_ABTC41185_EXOME2,Pseudomys_delicatulus_ABTC62035_EXOME2,Pseudomys_delicatulus_ABTC62035_EXOME2,Pseudomys_delicatulus_JM19635_EC4,Pseudomys_delicatulus_M29247_EC2,Pseudomys_delicatulus_U4418_EC2,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,desertor,Troughton,Gray,SAHUL,Pseudomys desertor,Y ,N,Complete,,Y ,Complete,Y,MV - Promethion;  HiSeq;  HiC,,,,,Pseudomys_desertor_ABTC41464_EXOME1,Pseudomys_desertor_C148_EC4,Pseudomys_desertor_C149_EC4,Pseudomys_desertor_Z21274_EC1,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,fieldi,Waite,Gray,SAHUL,Pseudomys fieldi,Y ,N,Complete,,Y ,Complete,,,,,Types EC7,,Pseudomys_fieldi_(praeconis)_ABTC8146_EC5,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,fumeus,Brazenor,Gray,SAHUL,Pseudomys fumeus,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_fumeus_ABTC08168_EC1,Pseudomys_fumeus_ABTC08168_EXOME1,Pseudomys_fumeus_C15037_EC4,Pseudomys_fumeus_C15042_EC4,Pseudomys_fumeus_M28450_EC1,Pseudomys_fumeus_NMV_C853_EC4,Pseudomys_fumeus_Z22683_EC1,Pseudomys_fumeus_Z22890_EC1,Pseudomys_fumeus_Z25952_EC1,Pseudomys_fumeus_Z27810_EC1,,
Murinae,Hydromyini,Pseudomys,Pseudomys,glaucus,Thomas,Gray,SAHUL,Pseudomys glaucus,No ,N,UnaVAILABLE,,NO,,,,,Y (spirit),NHM extration phase; retry,,NHM_1892.8.7.2,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,gouldii,Waterhouse,Gray,SAHUL,Pseudomys gouldii,Y ,N,Complete,,Y ,Complete,,,,Y,,Extinct,Pseudomys_gouldii_NMV_C955_EC3,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,gracilicaudatus,Gould,Gray,SAHUL,Pseudomys gracilicaudatus,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_gracilicaudatus_ABTC08163_EXOME1,Pseudomys_gracilicaudatus_ABTC32210_EC5,Pseudomys_gracilicaudatus_ABTC8031_EC5,Pseudomys_gracilicaudatus_M16406_EC5,Pseudomys_gracilicaudatus_M30733_EC5,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,hermannsburgensis,Waite,Gray,SAHUL,Pseudomys hermannsburgensis,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_hermannsburgensis_ABTC08067_EXOME2,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,higginsi,Trouessart,Gray,SAHUL,Pseudomys higginsi,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_higginsi_UC1421_EXOME2,Pseudomys_higginsi_UC1722_EC5,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,johnsoni,Kitchener,Gray,SAHUL,Pseudomys johnsoni,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_johnsoni_ABTC08053_EXOME1,Pseudomys_johnsoni_(laborifex)_ABTC30351_EC5,Pseudomys_johnsoni_(calabyi)_ABTC84990_EXOME2,Pseudomys_johnsoni_JM10867_EC5,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,nanus,Gould,Gray,SAHUL,Pseudomys nanus,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_nanus_ABTC41169_EXOME1,Pseudomys_nanus_ABTC67975_EC5,Pseudomys_nanus_ABTC8056_EC5,Pseudomys_nanus_ABTC8118_EC5,Pseudomys_nanus_M22062_EC5,Pseudomys_nanus_M48693_EC5,Pseudomys_nanus_M51582_EC5,Pseudomys_nanus_M51843_EC5,Pseudomys_nanus_M53732_EC5,Pseudomys_nanus_M54678_EC5,Pseudomys_nanus_M56166_EC5,Pseudomys_nanus_MPZV_EC5
Murinae,Hydromyini,Pseudomys,Pseudomys,novaehollandiae,Waterhouse,Gray,SAHUL,Pseudomys novaehollandiae,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_novaehollandiae_ABTC08140_EXOME1,Pseudomys_novaehollandiae_ABTC08175_EC2,Pseudomys_novaehollandiae_C22127_EC4,Pseudomys_novaehollandiae_C22541_EC4,Pseudomys_novaehollandiae_JM11904_EC2,Pseudomys_novaehollandiae_M34258_EC2,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,occidentalis,Tate,Gray,SAHUL,Pseudomys occidentalis,Y ,N,Complete,,Y ,Complete,,,,,1 sample,,Pseudomys_occidentalis_ABTC08043_EXOME2,,,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,oralis,Thomas,Gray,SAHUL,Pseudomys oralis,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_oralis_IG06_EC1,Pseudomys_oralis_KR045_EC1,Pseudomys_oralis_KR061_EC1,Pseudomys_oralis_KR11_EC1,Pseudomys_oralis_KR111_EXOME1,Pseudomys_oralis_KR117_EC1,Pseudomys_oralis_KR152_EC1,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,patrius,Thomas & Dollman,Gray,SAHUL,Pseudomys patrius,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_patrius_ABTC32206_EXOME2,Pseudomys_patrius_JM10864_EC5,Pseudomys_patrius_JM11271_EC5,,,,,,,,,
Murinae,Hydromyini,Pseudomys,Pseudomys,shortridgei,Thomas,Gray,SAHUL,Pseudomys shortridgei,Y ,N,Complete,,Y ,Complete,,,,,,,Pseudomys_shortridgei_ABTC08079_EC1,Pseudomys_shortridgei_ABTC75329_EXOME1,Pseudomys_shortridgei_ABTC75329_EXOME1,Pseudomys_shortridgei_M52339_EC5,Pseudomys_shortridgei_Z24891_EC5,,,,,,,
Murinae,Rattini,Rattus,Rattus,adustus,Sody,Linnaeus,SUNDA,Rattus adustus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,andamanensis,Blyth,Linnaeus,SUNDA,Rattus andamanensis,Y ,Y,To Request,"ABTC	108862	ANWC	M33762ABTC	108863	ANWC	M33787ABTC	108864	ANWC	M33797ABTC	108928	ANWC	M33813ABTC	109004	ANWC	M33794ABTC	109012	ANWC	M33807ABTC	109017	ANWC	M34040ABTC	115192	ANWC	M30572ABTC	115252	ANWC	M31300ABTC	115327	ANWC	M28320",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,arfakiensis,,Linnaeus,SAHUL,Rattus arfakiensis,Maybe,Maybe,UNKNOWN SOURCE,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,argentiventer,Robinson & Kloss,Linnaeus,SUNDA,Rattus argentiventer,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,arrogans,Thomas,Linnaeus,SAHUL,Rattus arrogans,Y ,N,Complete,,NO,,,,,Y,,Holotype of R. niobe arrogans,Rattus_arrogans_NHM_1922_2224_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,baluensis,Thomas,Linnaeus,SUNDA,Rattus baluensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,blangorum,Miller,Linnaeus,SUNDA,Rattus blangorum,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,bontanus,Thomas,Linnaeus,WALLACEA,Rattus bontanus,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,burrus,Miller,Linnaeus,SUNDA,Rattus burrus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,colletti,Thomas,Linnaeus,SAHUL,Rattus colletti,Y ,N,Complete,,Y ,Complete,,,,,,,Rattus_colletti_RAT25_EXOME2,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,detentus,Timm;  Weijola;  Aplin;  Flannery;  and Pine,Linnaeus,SAHUL,Rattus detentus,Y ,N,Complete,,NO,,,,,,,,Rattus_detentus_M4560_EC2,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,elaphinus,Sody,Linnaeus,WALLACEA,Rattus elaphinus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,enganus,Miller,Linnaeus,SUNDA,Rattus enganus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,everetti,,Linnaeus,PHILIPPINES,Rattus everetti,Y ,Y,To Request,FMNH,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,exulans,Peale,Linnaeus,ASIA,Rattus exulans,Y ,N,Exome,,Y ,Complete,,,,,,,Rattus_exulans_JLP25332_EXOME,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,facetus,"""MUSSER""",Linnaeus,WALLACEA,Rattus facetus,Y ,N,Complete,,ADD ,ADD_Library at MV,,,,,,,Rattus_facetus_C37070_Z21770_EC1,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,feliceus,Thomas,Linnaeus,WALLACEA,Rattus feliceus,Y ,N,EC8,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,fuscipes,Waterhouse,Linnaeus,SAHUL,Rattus fuscipes,Y ,N,Complete,,NO,,,,,,,assimilis;  coracius,Rattus_fuscipes_C35845_EC1,Rattus_fuscipes_GI02R01_EC1,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,giluwensis,Hill,Linnaeus,SAHUL,Rattus giluwensis,Y ,N,Complete,,NO,,,,,,,NHM_52_263 from R. giluwe,Rattus_giluwensis_ABTC87301_EC2,Rattus_nitidus_(ruber)_NHM_53_263_EC4,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,hainaldi,Kitchener;  How;  & Maharadatunkamsi,Linnaeus,WALLACEA,Rattus hainaldi,Maybe,Maybe,Poor sequence EC4; request new sample,"MZB skin ABTC	142731	WAM	M36570ABTC	121690	WAM	M36570",NO,,,,,,poor sequence,,Rattus_hainaldi_M46786_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,hoffmanni,Matschie,Linnaeus,WALLACEA,Rattus hoffmanni,Y ,N,Exome,,Y ,In Capture at UoM,,,,,,,Rattus_hoffmani_KCR1530_EXOME,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,hoogerwerfi,Chasen,Linnaeus,SUNDA,Rattus hoogerwerfi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,jobiensis,,Linnaeus,SAHUL,Rattus jobiensis,Y ,N,EC8,,NO,,,,,,SAM extract?/AM,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,koopmani,Musser & Holden,Linnaeus,WALLACEA,Rattus koopmani,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,korinchi,Robinson & Kloss,Linnaeus,SUNDA,Rattus korinchi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,leucopus,Gray,Linnaeus,SAHUL,Rattus leucopus,Y ,N,Complete,,Y ,Complete,,,,,,cooktownensis;  ringens  Rattus_leucopus_(sp)_NHM_69_355 listed as a specimen of R.verecundus verecundus  in Taylor et al 1982 Rattus_leucopus_(verecundus)_NHM_69_354 listed as a specimen of R.verecundus mollis in Taylor et al 1982,Rattus_leucopus_KCR_WO05R11_EXOME,Rattus_leucopus_(ringens)_NHM_13_61864_EC4,Rattus_leucopus_(sp)_NHM_69_355_EC4,Rattus_leucopus_(verecundus)_NHM_69_354_EC4,,,,,,,,
Murinae,Rattini,Rattus,Rattus,losea,Swinhoe,Linnaeus,ASIA,Rattus losea,Y ,Y,To Request,"Many at ABTC ABTC	115194	ANWC	M30467ABTC	115134	ANWC	M31255ABTC	115135	ANWC	M30358ABTC	115136	ANWC	M30435",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,lugens,Miller,Linnaeus,SUNDA,Rattus lugens,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,lutreolus,J. E. Gray,Linnaeus,SAHUL,Rattus lutreolus,Y ,N,Complete,,Y ,Complete,,,,,,,Rattus_lutreolus_NMV_C132_EC1,Rattus_lutreolus_SCU_D39_EXOME,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,macleari,Thomas,Linnaeus,SUNDA,Rattus macleari,Y ,N,EC8,,NO,,,,,,extraction phase;  EC7 (AM_M21676),,NHM_8.8.7.9.9,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,marmosurus,Thomas,Linnaeus,WALLACEA,Rattus marmosurus,Y ,N,Exome,,ADD ,ADD_Extract at MV,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,mindorensis,Thomas,Linnaeus,PHILIPPINES,Rattus mindorensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,mollicomulus,Tate & Archbold,Linnaeus,WALLACEA,Rattus mollicomulus,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,montanus,Phillips,Linnaeus,ASIA,Rattus montanus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,mordax,Thomas,Linnaeus,SAHUL,Rattus mordax,Y ,N,Complete,,NO,,,,,,see taxon notes,Real mordax according to Taylor and Horner,Rattus_mordax_NHM_34_611_EC4,Rattus_praetor_(tramitius)_NHM_50_1208_EC4,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,morotaiensis,Kellogg,Linnaeus,SAHUL,Rattus morotaiensis,Y ,N,Complete,,NO,,,,,,,,Rattus_morotaiensis_ASA29_EC2,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,nativitatis,Thomas,Linnaeus,SUNDA,Rattus nativitatis,Y ,N,Complete,,NO,,,,,,1 sample;  EC7 (AM_M21675),Bunomys division,Rattus_nativitatis_NHM_99_8631_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,nikenii,Maryanto;  Sinaga;  Achmadi;  & Maharadatunkamsi,Linnaeus,SAHUL,Rattus nikenii,Y ,Y,To Request,,NO,,,,,,Request MZB?,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,niobe,Thomas,Linnaeus,SAHUL,Rattus niobe,Y ,N,Complete,,NO,,,,,,2 samples,,Rattus_niobe_M17664_EC2,Rattus_niobe_(rufilatus)_NHM_28_10135_EC4,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,nitidus,Hodgson,Linnaeus,ASIA,Rattus nitidus,Y ,N,Complete,,NO,,,,,,,,Rattus_nitidus_(ruber)_NHM_53_263_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,norvegicus,Berkenhout,Linnaeus,ASIA,Rattus norvegicus,Y ,N,Reference,,Y ,Y,Reference,Reference,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,novaeguineae,Taylor & Calaby,Linnaeus,SAHUL,Rattus novaeguineae,Y ,N,EC7,,NO,,,,,,Extracts MV; ABTC43216;  ABTC46853;  ABTC48962;  ABTC48963,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,omichlodes,Misonne,Linnaeus,SAHUL,Rattus omichlodes,Y ,N,Complete,,NO,,,,,,,,Rattus_omichlodes_M47482_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,osgoodi,Musser & Newcomb,Linnaeus,ASIA,Rattus osgoodi,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,palmarum,Zeledor,Linnaeus,SUNDA,Rattus palmarum,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,pelurus,Sody,Linnaeus,WALLACEA,Rattus pelurus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,pococki,Ellerman,Linnaeus,SAHUL,Rattus pococki,Maybe,Maybe,UNKNOWN SOURCE,,NO,,,,,,BMNH (type),Niobe species group,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,praetor,Thomas,Linnaeus,SAHUL,Rattus praetor,Y ,N,Complete,,Y ,Complete,,,,,,Samples not monophyletic,Rattus_praetor_NHM_81_3251_EC4,Rattus_praetor_ABTC47252_EXOME,Rattus_praetor_(coenorum)_NHM_1922_2219_EC4,Rattus_praetor_(tramitius)_NHM_50_1208_EC4,,,,,,,,
Murinae,Rattini,Rattus,Rattus,pyctoris,Hodgson,Linnaeus,ASIA,Rattus pyctoris,Y ,N,Complete,,NO,,,,,,,Check Junior Synonyms,Rattus_pyctoris_(rattoides)_NHM_22_516_50_EC4,Rattus_pyctoris_(turkestanus)_NHM_23_9156_EC4,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,ranjiniae,Agrawal & Ghosal,Linnaeus,ASIA,Rattus ranjiniae,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,rattus,Linnaeus,Linnaeus,ASIA,Rattus rattus,Y ,N,Complete,,NO,,,,,,,,Rattus_rattus_(doboensis)_NHM_10_3218_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,richardsoni,Tate,Linnaeus,SAHUL,Rattus richardsoni,Y ,N,Complete,,NO,,,,,,,,Rattus_richardsoni_M30618_EC4,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,salocco,Tate & Archbold,Linnaeus,WALLACEA,Rattus salocco,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,sanila,Flannery & White,Flannery & White,SAHUL,Rattus sanila,No ,N,Subfossil,,NO,,,,,,NO - Subfossil Only,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,satarae,Hinton,Linnaeus,ASIA,Rattus satarae,Y ,Y,To Request,"ABTC	118665		BM(NH)1993; 70ABTC	118666		ABTC	118673		ABTC	118676		",NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,simalurensis,Miller,Linnaeus,SUNDA,Rattus simalurensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,sordidus,Gould,Linnaeus,SAHUL,Rattus sordidus,Y ,N,Complete,,NO,,,,,,,,Rattus_sordidus_SCU_RAT176_EC2,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,sordidus_group_sp,,,SAHUL,Rattus sordidus_group_sp,Y ,N,Complete,,NO,,,,,,,,Rattus_sp_ABTC51670_EC5,Rattus_sp_ABTC51671_EC5,Rattus_sp_M16319_EC5,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,steini,,Linnaeus,SAHUL,Rattus steini,Y ,N,Complete,,NO,,,,,,,Real steini?,Rattus_steini_M17691_EC2,Rattus_steini_(rosalinda)_NHM_1947_1148_EC4,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,stoicus,Miller,Linnaeus,SUNDA,Rattus stoicus,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,tanezumi,Temminck,Linnaeus,ASIA,Rattus tanezumi,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,tawitawiensis,Musser & Holden,Linnaeus,PHILIPPINES,Rattus tawitawiensis,Y ,Y,To Request,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,timorensis,Kitchener;  Aplin;  Boeadi,Linnaeus,WALLACEA,Rattus timorensis,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,tiomanicus,Miller,Linnaeus,SUNDA,Rattus tiomanicus,Y ,Y,Extract at MV,,NO,,,,,,,,,,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,tunneyi,Thomas,Linnaeus,SAHUL,Rattus tunneyi,Y ,N,Complete,,Y ,Complete,,,,,,,Rattus_tunneyi_SCU_RAT130_EXOME2,Rattus_tunneyi_culmorum_SCU_RAT132_EC2,,,,,,,,,,
Murinae,Rattini,Rattus,Rattus,vandeuseni,Taylor & Calaby,Linnaeus,SAHUL,Rattus vandeuseni,Y ,N,Complete,,NO,,,,,,,Real vandeuseni?,Rattus_vandeuseni_M30812_EC5,,,,,,,,,,,
